For M5|Adr    66|KD1   VE3.38      20.0 C  4 123|Rz        2.27898 m   |HD         27.072 m   |Z       100.19703 m   | 
For M5|Adr    67|KD1 VE2.22.1      20.0 C  3 123|Rz        1.94188 m   |HD         29.992 m   |Z       100.53413 m   | 
For M5|Adr    68|KD1   VE2.22      20.0 C  3 123|Rz        1.94041 m   |HD         28.234 m   |Z       100.53560 m   | 
For M5|Adr    69|KD1   VE2.23      20.0 C  3 123|Rz        1.93419 m   |HD         24.221 m   |Z       100.54182 m   | 
For M5|Adr    70|KD1   VE2.24      20.0 C  3 123|Rz        1.92326 m   |HD         21.226 m   |Z       100.55275 m   | 
For M5|Adr    71|KD1   VE2.25      20.0 C  3 123|Rz        1.91138 m   |HD         19.643 m   |Z       100.56463 m   | 
For M5|Adr    72|KD1  VE2.26O      20.0 C  3 123|Rz        1.89337 m   |HD         19.819 m   |Z       100.58264 m   | 
For M5|Adr    73|KD1  VE2.27O      20.0 C  3 123|Rz        1.87943 m   |HD         21.773 m   |Z       100.59658 m   | 
For M5|Adr    74|KD1  VE2.28O      20.0 C  3 123|Rz        1.86917 m   |HD         24.974 m   |Z       100.60684 m   | 
For M5|Adr    75|KD1  VE2.29O      20.0 C  3 123|Rz        1.75042 m   |HD         29.222 m   |Z       100.72559 m   | 
For M5|Adr    76|KD1  VE2.30O      20.0 C  3 123|Rz        1.83982 m   |HD         33.810 m   |Z       100.63619 m   | 
For M5|Adr    77|KD1   VE2.31      20.0 C  3 123|Rz        2.04294 m   |HD         38.764 m   |Z       100.43307 m   | 
For M5|Adr    78|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr    79|KD1      MM2##### 20.0 C  3 123|Rb        1.91399 m   |HD         39.282 m   |                      | 
For M5|Adr    80|KD1      MM3##### 20.0 C  3 123|Rf        1.43999 m   |HD         39.409 m   |                      | 
For M5|Adr    81|KD1      MM3##### 20.0 C  3 123|Rf        1.43987 m   |HD         39.435 m   |                      | 
For M5|Adr    82|KD1      MM2##### 20.0 C  4 123|Rb        1.91414 m   |HD         39.351 m   |                      | 
For M5|Adr    83|KD1      MM3##### 20.0 C    123|                      |                      |Z       101.28717 m   | 
For M5|Adr    84|TO  Station repeated        123|                      |                      |                      | 
For M5|Adr    85|KD1      MM2      20.0 C  3 123|Rb        1.91407 m   |HD         39.287 m   |                      | 
For M5|Adr    86|KD1      MM3      20.0 C  3 123|Rf        1.43983 m   |HD         39.419 m   |                      | 
For M5|Adr    87|KD1      MM3      20.0 C  4 123|Rf        1.43990 m   |HD         39.406 m   |                      | 
For M5|Adr    88|KD1      MM2      20.0 C  3 123|Rb        1.91423 m   |HD         39.395 m   |                      | 
For M5|Adr    89|KD1      MM3      20.0 C    123|                      |                      |Z       101.28733 m   | 
For M5|Adr    90|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr    91|KD1   VE2.32      20.0 C  3 123|Rz        2.06863 m   |HD         43.627 m   |Z       100.65856 m   | 
For M5|Adr    92|KD1   VE2.33      20.0 C  3 123|Rz        2.25786 m   |HD         38.833 m   |Z       100.46933 m   | 
For M5|Adr    93|KD1   VE2.34      20.0 C  3 123|Rz        2.24278 m   |HD         33.910 m   |Z       100.48441 m   | 
For M5|Adr    94|KD1   VE2.35      20.0 C  3 123|Rz        2.21537 m   |HD         29.511 m   |Z       100.51182 m   | 
For M5|Adr    95|KD1   VE3.37      20.0 C  3 123|Rz        2.55975 m   |HD         25.792 m   |Z       100.16744 m   | 
For M5|Adr    96|KD1  VE2.36O      20.0 C  3 123|Rz        2.02076 m   |HD         25.563 m   |Z       100.70643 m   | 
For M5|Adr    97|KD1 VE2.36.1      20.0 C  4 123|Rz        3.03990 m   |HD         25.267 m   |Z        99.68729 m   | 
For M5|Adr    98|KD1 VE2.38.1      20.0 C  4 123|Rz        3.00771 m   |HD         24.153 m   |Z        99.71948 m   | 
For M5|Adr    99|KD1  VE2.37O      20.0 C  3 123|Rz        2.00837 m   |HD         25.853 m   |Z       100.71882 m   | 
For M5|Adr   100|KD1  VE2.38O      20.0 C  3 123|Rz        1.99931 m   |HD         22.766 m   |Z       100.72788 m   | 
For M5|Adr   101|KD1  VE2.39O      20.0 C  3 123|Rz        1.98878 m   |HD         21.250 m   |Z       100.73841 m   | 
For M5|Adr   102|KD1  VE2.40O      20.0 C  3 123|Rz        1.98076 m   |HD         21.439 m   |Z       100.74643 m   | 
For M5|Adr   103|KD1  VE2.41O      20.0 C  3 123|Rz        1.97001 m   |HD         23.163 m   |Z       100.75718 m   | 
For M5|Adr   104|KD1  VE2.42O      20.0 C  3 123|Rz        1.96240 m   |HD         26.209 m   |Z       100.76479 m   | 
For M5|Adr   105|KD1  VE2.43O      20.0 C  3 123|Rz        1.95150 m   |HD         30.150 m   |Z       100.77569 m   | 
For M5|Adr   106|KD1  VE2.44O      20.0 C  3 123|Rz        1.93127 m   |HD         34.733 m   |Z       100.79592 m   | 
For M5|Adr   107|KD1  VE2.45O      20.0 C  3 123|Rz        1.81365 m   |HD         39.784 m   |Z       100.91354 m   | 
For M5|Adr   108|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr   109|KD1      MM3      20.0 C  3 123|Rb        1.45053 m   |HD         35.820 m   |                      | 
For M5|Adr   110|KD1      MM4      20.0 C  3 123|Rf        1.44845 m   |HD         35.840 m   |                      | 
For M5|Adr   111|KD1      MM4      20.0 C  3 123|Rf        1.44850 m   |HD         35.841 m   |                      | 
For M5|Adr   112|KD1      MM3      20.0 C  3 123|Rb        1.45061 m   |HD         35.814 m   |                      | 
For M5|Adr   113|KD1      MM4      20.0 C    123|                      |                      |Z       101.28942 m   | 
For M5|Adr   114|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr   115|KD1  VE2.46O      20.0 C  3 123|Rz        1.92522 m   |HD         40.561 m   |Z       100.81268 m   | 
For M5|Adr   116|KD1  VE2.47O      20.0 C  3 123|Rz        1.91250 m   |HD         35.501 m   |Z       100.82540 m   | 
For M5|Adr   117|KD1  VE2.48O      20.0 C  3 123|Rz        1.89637 m   |HD         30.599 m   |Z       100.84153 m   | 
For M5|Adr   118|KD1   VE3.36      20.0 C  3 123|Rz        2.48157 m   |HD         38.747 m   |Z       100.25633 m   | 
For M5|Adr   119|KD1  VE2.49O      20.0 C  3 123|Rz        1.88424 m   |HD         26.095 m   |Z       100.85366 m   | 
For M5|Adr   120|KD1  VE2.50O      20.0 C  3 123|Rz        1.87098 m   |HD         22.561 m   |Z       100.86692 m   | 
For M5|Adr   121|KD1  VE2.51O      20.0 C  3 123|Rz        1.86219 m   |HD         20.231 m   |Z       100.87571 m   | 
For M5|Adr   122|KD1  VE2.52O      20.0 C  3 123|Rz        1.84193 m   |HD         19.374 m   |Z       100.89597 m   | 
For M5|Adr   123|KD1 VE2.52.1      20.0 C  3 123|Rz        2.70282 m   |HD         20.265 m   |Z       100.03508 m   | 
For M5|Adr   124|KD1  VE2.53O      20.0 C  3 123|Rz        1.84277 m   |HD         21.778 m   |Z       100.89513 m   | 
For M5|Adr   125|KD1 VE2.54.1      20.0 C  3 123|Rz        2.67616 m   |HD         20.703 m   |Z       100.06174 m   | 
For M5|Adr   126|KD1  VE2.54O      20.0 C  3 123|Rz        1.85484 m   |HD         20.362 m   |Z       100.88306 m   | 
For M5|Adr   127|KD1  VE2.55O      20.0 C  3 123|Rz        1.86322 m   |HD         22.911 m   |Z       100.87468 m   | 
For M5|Adr   128|KD1  VE2.56O      19.0 C  3 123|Rz        1.87286 m   |HD         26.649 m   |Z       100.86504 m   | 
For M5|Adr   129|KD1  VE2.57O      19.0 C  3 123|Rz        1.89619 m   |HD         31.235 m   |Z       100.84171 m   | 
For M5|Adr   130|KD1  VE2.58O      19.0 C  3 123|Rz        1.90203 m   |HD         36.160 m   |Z       100.83587 m   | 
For M5|Adr   131|KD1  VE2.59O      19.0 C  4 123|Rz        1.91125 m   |HD         41.107 m   |Z       100.82665 m   | 
For M5|Adr   132|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr   133|KD1      MM4      19.0 C  3 123|Rb        1.38930 m   |HD         35.534 m   |                      | 
For M5|Adr   134|KD1      MM5      19.0 C  3 123|Rf        1.46645 m   |HD         35.616 m   |                      | 
For M5|Adr   135|KD1      MM5      19.0 C  3 123|Rf        1.46659 m   |HD         35.619 m   |                      | 
For M5|Adr   136|KD1      MM4      19.0 C  3 123|Rb        1.38932 m   |HD         35.524 m   |                      | 
For M5|Adr   137|KD1      MM5      19.0 C    123|                      |                      |Z       101.21221 m   | 
For M5|Adr   138|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr   139|KD1  VE2.60O      19.0 C  3 123|Rz        1.86295 m   |HD         34.913 m   |Z       100.81578 m   | 
For M5|Adr   140|KD1  VE2.61O      19.0 C  3 123|Rz        1.78159 m   |HD         30.208 m   |Z       100.89714 m   | 
For M5|Adr   141|KD1  VE2.62O      19.0 C  3 123|Rz        1.89252 m   |HD         26.057 m   |Z       100.78621 m   | 
For M5|Adr   142|KD1  VE2.63O      19.0 C  3 123|Rz        1.90402 m   |HD         22.336 m   |Z       100.77471 m   | 
For M5|Adr   143|KD1  VE2.64O      19.0 C  3 123|Rz        1.91554 m   |HD         20.079 m   |Z       100.76319 m   | 
For M5|Adr   144|KD1  VE2.65O      19.0 C  3 123|Rz        1.92551 m   |HD         19.454 m   |Z       100.75322 m   | 
For M5|Adr   145|KD1  VE2.66O      19.0 C  3 123|Rz        1.94576 m   |HD         20.580 m   |Z       100.73297 m   | 
For M5|Adr   146|KD1  VE2.67O      19.0 C  3 123|Rz        1.95427 m   |HD         23.249 m   |Z       100.72446 m   | 
For M5|Adr   147|KD1  VE2.68O      19.0 C  3 123|Rz        1.96372 m   |HD         27.036 m   |Z       100.71501 m   | 
For M5|Adr   148|KD1 VE2.68.1      19.0 C  3 123|Rz        2.21355 m   |HD         28.861 m   |Z       100.46518 m   | 
For M5|Adr   149|KD1  VE2.69O      19.0 C  3 123|Rz        1.97290 m   |HD         30.767 m   |Z       100.70583 m   | 
For M5|Adr   150|KD1 VE2.70.1      19.0 C  3 123|Rz        2.23740 m   |HD         30.746 m   |Z       100.44133 m   | 
For M5|Adr   151|KD1  VE2.70O      19.0 C  3 123|Rz        1.97345 m   |HD         31.719 m   |Z       100.70528 m   | 
For M5|Adr   152|KD1  VE2.71O      19.0 C  3 123|Rz        1.99479 m   |HD         36.429 m   |Z       100.68394 m   | 
For M5|Adr   153|KD1  VE2.72O      19.0 C  3 123|Rz        2.00661 m   |HD         41.579 m   |Z       100.67212 m   | 
For M5|Adr   154|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr   155|KD1      MM5##### 19.0 C  3 123|Rb        1.39471 m   |HD         37.092 m   |                      | 
For M5|Adr   156|KD1      MM6##### 19.0 C  3 123|Rf        1.40332 m   |HD         37.003 m   |                      | 
For M5|Adr   157|KD1      MM6##### 19.0 C  3 123|Rf        1.40311 m   |HD         37.004 m   |                      | 
For M5|Adr   158|KD1      MM5##### 19.0 C  3 123|Rb        1.39490 m   |HD         37.082 m   |                      | 
For M5|Adr   159|KD1      MM6##### 19.0 C    123|                      |                      |Z       101.20380 m   | 
For M5|Adr   160|TO  Station repeated        123|                      |                      |                      | 
For M5|Adr   161|KD1      MM5##### 19.0 C  3 123|Rb        1.39498 m   |HD         37.085 m   |                      | 
For M5|Adr   162|KD1      MM6##### 19.0 C  3 123|Rf        1.40314 m   |HD         37.003 m   |                      | 
For M5|Adr   163|KD1      MM6##### 19.0 C  3 123|Rf        1.40324 m   |HD         37.003 m   |                      | 
For M5|Adr   164|KD1      MM5##### 19.0 C  3 123|Rb        1.39488 m   |HD         37.087 m   |                      | 
For M5|Adr   165|KD1      MM6##### 19.0 C    123|                      |                      |Z       101.20395 m   | 
For M5|Adr   166|TO  Station repeated        123|                      |                      |                      | 
For M5|Adr   167|KD1      MM5      19.0 C  3 123|Rb        1.38980 m   |HD         37.081 m   |                      | 
For M5|Adr   168|KD1      MM6      19.0 C  3 123|Rf        1.39855 m   |HD         36.963 m   |                      | 
For M5|Adr   169|KD1      MM6      19.0 C  3 123|Rf        1.39861 m   |HD         36.966 m   |                      | 
For M5|Adr   170|KD1      MM5      19.0 C  3 123|Rb        1.38977 m   |HD         37.079 m   |                      | 
For M5|Adr   171|KD1      MM6      19.0 C    123|                      |                      |Z       101.20342 m   | 
For M5|Adr   172|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr   173|KD1  VE2.73O      19.0 C  3 123|Rz        1.93964 m   |HD         35.497 m   |Z       100.66236 m   | 
For M5|Adr   174|KD1  VE2.74O      19.0 C  3 123|Rz        1.94842 m   |HD         30.682 m   |Z       100.65358 m   | 
For M5|Adr   175|KD1  VE2.75O      19.0 C  3 123|Rz        1.95969 m   |HD         26.279 m   |Z       100.64231 m   | 
For M5|Adr   176|KD1  VE2.76O      19.0 C  3 123|Rz        1.97846 m   |HD         22.578 m   |Z       100.62354 m   | 
For M5|Adr   177|KD1  VE2.77O      19.0 C  3 123|Rz        1.87965 m   |HD         20.118 m   |Z       100.72235 m   | 
For M5|Adr   178|KD1  VE2.78O      19.0 C  3 123|Rz        2.00353 m   |HD         19.168 m   |Z       100.59847 m   | 
For M5|Adr   179|KD1  VE2.79O      19.0 C  3 123|Rz        2.00734 m   |HD         20.172 m   |Z       100.59466 m   | 
For M5|Adr   180|KD1  VE2.80O      19.0 C  3 123|Rz        2.02691 m   |HD         22.768 m   |Z       100.57509 m   | 
For M5|Adr   181|KD1   VE3.35      19.0 C  3 123|Rz        2.41318 m   |HD         32.402 m   |Z       100.18882 m   | 
For M5|Adr   182|KD1   VE2.81      19.0 C  3 123|Rz        2.03482 m   |HD         26.342 m   |Z       100.56718 m   | 
For M5|Adr   183|KD1  VE2.82O      19.0 C  3 123|Rz        2.03901 m   |HD         30.754 m   |Z       100.56299 m   | 
For M5|Adr   184|KD1  VE2.83O      19.0 C  3 123|Rz        2.05830 m   |HD         35.645 m   |Z       100.54370 m   | 
For M5|Adr   185|KD1  VE2.84O      19.0 C  3 123|Rz        2.06742 m   |HD         40.768 m   |Z       100.53458 m   | 
For M5|Adr   186|KD1 E2.84.1O      19.0 C  3 123|Rz        2.06775 m   |HD         42.914 m   |Z       100.53425 m   | 
For M5|Adr   187|KD1   E2.85O      19.0 C  4 123|Rz        2.07036 m   |HD         44.593 m   |Z       100.53164 m   | 
For M5|Adr   188|KD1 E2.86.1O      19.0 C  5 123|Rz        2.06953 m   |HD         45.240 m   |Z       100.53247 m   | 
For M5|Adr   189|KD1   E2.86O      19.0 C  3 123|Rz        2.06715 m   |HD         46.295 m   |Z       100.53485 m   | 
For M5|Adr   190|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr   191|KD1      MM6      19.0 C  3 123|Rb        1.68178 m   |HD         38.670 m   |                      | 
For M5|Adr   192|KD1      MM7      19.0 C  3 123|Rf        1.45043 m   |HD         38.621 m   |                      | 
For M5|Adr   193|KD1      MM7      19.0 C  3 123|Rf        1.45045 m   |HD         38.621 m   |                      | 
For M5|Adr   194|KD1      MM6      19.0 C  3 123|Rb        1.68185 m   |HD         38.670 m   |                      | 
For M5|Adr   195|KD1      MM7      19.0 C    123|                      |                      |Z       101.43479 m   | 
For M5|Adr   196|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr   197|KD1   E2.87O      19.0 C  3 123|Rz        2.33935 m   |HD         33.695 m   |Z       100.54588 m   | 
For M5|Adr   198|KD1   E2.88O      19.0 C  3 123|Rz        2.32031 m   |HD         28.973 m   |Z       100.56492 m   | 
For M5|Adr   199|KD1   E2.89O      19.0 C  3 123|Rz        2.30969 m   |HD         24.697 m   |Z       100.57554 m   | 
For M5|Adr   200|KD1   E2.90O      19.0 C  3 123|Rz        2.29918 m   |HD         21.613 m   |Z       100.58605 m   | 
For M5|Adr   201|KD1   E2.91O      18.0 C  3 123|Rz        2.28817 m   |HD         19.569 m   |Z       100.59706 m   | 
For M5|Adr   202|KD1   E2.92O      18.0 C  3 123|Rz        2.27215 m   |HD         19.354 m   |Z       100.61308 m   | 
For M5|Adr   203|KD1   E2.93O      19.0 C  3 123|Rz        2.15062 m   |HD         21.011 m   |Z       100.73461 m   | 
For M5|Adr   204|KD1    E3.34      19.0 C  3 123|Rz        2.66907 m   |HD         28.671 m   |Z       100.21616 m   | 
For M5|Adr   205|KD1   E2.94O      19.0 C  3 123|Rz        2.24763 m   |HD         23.965 m   |Z       100.63760 m   | 
For M5|Adr   206|KD1   E2.95O      19.0 C  3 123|Rz        2.23873 m   |HD         28.006 m   |Z       100.64650 m   | 
For M5|Adr   207|KD1   E2.96O      19.0 C  3 123|Rz        2.22466 m   |HD         32.644 m   |Z       100.66057 m   | 
For M5|Adr   208|KD1   E2.97O      18.0 C  3 123|Rz        2.20870 m   |HD         37.654 m   |Z       100.67653 m   | 
For M5|Adr   209|KD1   E2.98O      18.0 C  3 123|Rz        2.19500 m   |HD         43.183 m   |Z       100.69023 m   | 
For M5|Adr   210|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr   211|KD1      MM7      19.0 C  3 123|Rb        1.60369 m   |HD         37.983 m   |                      | 
For M5|Adr   212|KD1      MM8      19.0 C  4 123|Rf        1.04969 m   |HD         37.912 m   |                      | 
For M5|Adr   213|KD1      MM8      19.0 C  3 123|Rf        1.04975 m   |HD         37.907 m   |                      | 
For M5|Adr   214|KD1      MM7      19.0 C  3 123|Rb        1.60368 m   |HD         37.993 m   |                      | 
For M5|Adr   215|KD1      MM8      19.0 C    123|                      |                      |Z       101.98876 m   | 
For M5|Adr   216|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr   217|KD1   E2.99O      19.0 C  3 123|Rz        2.33528 m   |HD         37.415 m   |Z       100.70320 m   | 
For M5|Adr   218|KD1  E2.100O      19.0 C  3 123|Rz        2.32671 m   |HD         32.406 m   |Z       100.71177 m   | 
For M5|Adr   219|KD1    E3.33      19.0 C  3 123|Rz        2.47105 m   |HD         41.435 m   |Z       100.56743 m   | 
For M5|Adr   220|KD1 E2.100.1      19.0 C  3 123|Rz        2.58309 m   |HD         31.583 m   |Z       100.45539 m   | 
For M5|Adr   221|KD1  E2.101O      18.0 C  3 123|Rz        2.29604 m   |HD         31.429 m   |Z       100.74244 m   | 
For M5|Adr   222|KD1 2.102.1O      18.0 C  3 123|Rz        2.25524 m   |HD         29.893 m   |Z       100.78324 m   | 
For M5|Adr   223|KD1  E2.102O      19.0 C  3 123|Rz        2.24779 m   |HD         28.017 m   |Z       100.79069 m   | 
For M5|Adr   224|KD1  E2.103O      19.0 C  3 123|Rz        2.15653 m   |HD         23.875 m   |Z       100.88195 m   | 
For M5|Adr   225|KD1  E2.104O      19.0 C  3 123|Rz        2.05712 m   |HD         20.892 m   |Z       100.98136 m   | 
For M5|Adr   226|KD1  E2.105O      19.0 C  3 123|Rz        1.95640 m   |HD         19.316 m   |Z       101.08208 m   | 
For M5|Adr   227|KD1  E2.106O      19.0 C  3 123|Rz        1.87055 m   |HD         19.560 m   |Z       101.16793 m   | 
For M5|Adr   228|KD1  E2.107O      18.0 C  3 123|Rz        1.76701 m   |HD         21.535 m   |Z       101.27147 m   | 
For M5|Adr   229|KD1  E2.108O      18.0 C  3 123|Rz        1.67791 m   |HD         24.835 m   |Z       101.36057 m   | 
For M5|Adr   230|KD1  E2.109O      18.0 C  3 123|Rz        1.46436 m   |HD         29.014 m   |Z       101.57412 m   | 
For M5|Adr   231|KD1  E2.110O      18.0 C  3 123|Rz        1.47553 m   |HD         33.722 m   |Z       101.56295 m   | 
For M5|Adr   232|KD1  E2.111O      18.0 C  3 123|Rz        1.38208 m   |HD         38.766 m   |Z       101.65640 m   | 
For M5|Adr   233|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr   234|KD1      MM8      18.0 C  3 123|Rb        1.74405 m   |HD         39.813 m   |                      | 
For M5|Adr   235|KD1      MM9      18.0 C  3 123|Rf        1.42337 m   |HD         39.729 m   |                      | 
For M5|Adr   236|KD1      MM9      18.0 C  3 123|Rf        1.42345 m   |HD         39.726 m   |                      | 
For M5|Adr   237|KD1      MM8      18.0 C  3 123|Rb        1.74409 m   |HD         39.811 m   |                      | 
For M5|Adr   238|KD1      MM9      18.0 C    123|                      |                      |Z       102.30942 m   | 
For M5|Adr   239|TO  Intermediate sight.     123|                      |                      |                      | 
